Unnamed: 0,id,Gender,Customer Type,Age,Type of Travel,Class,Flight Distance,Inflight wifi service,Departure/Arrival time convenient,Ease of Online booking,Gate location,Food and drink,Online boarding,Seat comfort,Inflight entertainment,On-board service,Leg room service,Baggage handling,Checkin service,Inflight service,Cleanliness,Departure Delay in Minutes,Arrival Delay in Minutes,satisfaction
6381.0,51511,Female,Loyal Customer,38,Business travel,Business,3062,5,5,5,5,2,1,3,5,5,4,5,2,5,1,0,0.0,satisfied
6382.0,15101,Female,Loyal Customer,28,Personal Travel,Eco,224,1,4,1,2,5,1,2,5,3,4,5,4,5,5,0,0.0,neutral or dissatisfied
6383.0,66756,Female,disloyal Customer,22,Personal Travel,Eco,802,2,4,1,2,3,1,3,3,2,4,3,3,2,3,11,0.0,neutral or dissatisfied
6387.0,33239,Male,Loyal Customer,60,Business travel,Eco Plus,216,4,5,5,5,3,4,3,3,1,1,5,1,2,3,2,4.0,satisfied
6388.0,106192,Female,Loyal Customer,55,Personal Travel,Eco,302,1,5,1,3,1,2,2,1,1,1,1,2,1,2,63,60.0,neutral or dissatisfied
6389.0,99825,Female,Loyal Customer,60,Business travel,Business,1555,5,5,5,5,5,5,5,3,2,5,5,5,3,5,223,212.0,satisfied
6390.0,77578,Male,Loyal Customer,52,Business travel,Business,3309,1,3,3,3,1,3,4,1,1,2,1,1,1,2,0,0.0,neutral or dissatisfied
6392.0,76830,Male,Loyal Customer,29,Business travel,Eco,1851,3,3,3,3,3,3,3,3,4,1,2,3,4,3,0,0.0,neutral or dissatisfied
6396.0,43722,Male,Loyal Customer,66,Personal Travel,Eco,489,1,2,1,4,4,1,4,4,1,2,4,2,3,4,79,62.0,neutral or dissatisfied
6400.0,59725,Male,Loyal Customer,32,Business travel,Eco Plus,956,4,5,1,5,4,4,4,4,3,1,2,4,2,4,163,155.0,satisfied
6405.0,67094,Male,Loyal Customer,23,Business travel,Business,2043,1,0,0,4,1,0,1,1,2,4,3,2,4,1,14,7.0,neutral or dissatisfied
6406.0,42713,Female,Loyal Customer,25,Business travel,Eco Plus,627,1,3,3,3,1,1,4,1,1,4,4,4,3,1,81,112.0,neutral or dissatisfied
6409.0,21828,Female,Loyal Customer,59,Business travel,Eco,640,3,5,5,5,5,3,4,3,3,3,3,3,3,3,0,0.0,neutral or dissatisfied
6410.0,2228,Male,Loyal Customer,15,Business travel,Business,1917,4,4,4,4,3,3,3,3,3,4,4,5,5,3,0,0.0,satisfied
6412.0,109913,Male,Loyal Customer,36,Business travel,Business,804,2,2,2,2,4,3,5,4,4,4,4,2,4,3,14,0.0,satisfied
6413.0,24288,Female,Loyal Customer,53,Personal Travel,Eco,302,4,4,3,1,4,5,5,2,2,3,1,4,2,5,0,8.0,neutral or dissatisfied
6420.0,114271,Male,disloyal Customer,47,Business travel,Eco,446,1,1,1,4,4,1,5,4,4,1,3,3,4,4,4,0.0,neutral or dissatisfied
6422.0,69393,Male,disloyal Customer,24,Business travel,Eco,1096,2,1,1,3,2,1,2,2,3,3,4,4,5,2,0,0.0,neutral or dissatisfied
6424.0,73200,Female,Loyal Customer,15,Personal Travel,Eco,1258,4,5,4,2,2,4,1,2,4,3,4,3,5,2,0,6.0,neutral or dissatisfied
6425.0,115256,Male,disloyal Customer,44,Business travel,Business,417,5,5,5,1,5,5,4,5,4,5,5,5,4,5,0,2.0,satisfied
6426.0,28116,Female,Loyal Customer,46,Business travel,Business,3069,1,1,5,1,5,5,3,4,4,5,4,3,4,1,0,0.0,satisfied
6427.0,8299,Male,disloyal Customer,37,Business travel,Business,294,4,5,5,3,1,5,1,1,4,4,4,4,4,1,0,0.0,satisfied
6429.0,44065,Male,Loyal Customer,29,Personal Travel,Eco,610,2,4,2,4,3,2,3,3,2,2,4,4,4,3,0,0.0,neutral or dissatisfied
6430.0,63239,Female,Loyal Customer,28,Business travel,Business,2444,2,2,2,2,3,4,3,3,5,2,4,3,5,3,0,0.0,satisfied
6431.0,57277,Female,Loyal Customer,47,Personal Travel,Eco,804,2,5,2,2,1,2,2,5,5,2,5,2,5,1,0,0.0,neutral or dissatisfied
6433.0,63884,Female,Loyal Customer,59,Business travel,Business,2608,1,3,3,3,5,3,2,1,1,1,1,2,1,4,0,0.0,neutral or dissatisfied
6436.0,105792,Male,Loyal Customer,67,Personal Travel,Eco,883,5,3,5,3,3,5,3,3,3,5,3,1,4,3,12,3.0,satisfied
6439.0,16881,Male,Loyal Customer,29,Business travel,Business,746,2,4,4,4,2,2,2,2,4,5,2,3,3,2,0,0.0,neutral or dissatisfied
6441.0,53950,Male,Loyal Customer,43,Business travel,Business,1325,3,3,3,3,5,5,5,5,5,4,5,2,5,2,35,20.0,satisfied
6444.0,119902,Male,Loyal Customer,37,Business travel,Eco Plus,936,3,5,2,5,3,3,3,3,3,1,3,3,4,3,2,10.0,neutral or dissatisfied
6445.0,109860,Male,Loyal Customer,41,Business travel,Eco,1053,3,3,3,3,3,3,3,3,1,3,3,4,4,3,2,0.0,neutral or dissatisfied
6447.0,124311,Female,disloyal Customer,11,Business travel,Business,601,5,5,5,4,1,5,1,1,5,5,4,5,5,1,0,0.0,satisfied
6449.0,97067,Female,disloyal Customer,24,Business travel,Eco,1129,3,3,3,1,5,3,5,5,4,5,5,5,5,5,0,0.0,neutral or dissatisfied
6450.0,56937,Female,disloyal Customer,62,Business travel,Eco,1408,2,2,2,3,2,2,3,1,3,2,3,3,4,3,2,15.0,neutral or dissatisfied
6452.0,109050,Male,disloyal Customer,27,Business travel,Eco,849,3,3,3,2,5,3,5,5,3,1,3,1,2,5,10,6.0,neutral or dissatisfied
6455.0,54948,Female,Loyal Customer,9,Personal Travel,Business,1379,2,4,1,3,2,1,2,2,5,1,1,2,1,2,23,17.0,neutral or dissatisfied
6457.0,40326,Female,Loyal Customer,35,Business travel,Eco Plus,463,3,1,3,1,3,3,3,3,4,5,3,2,3,3,0,0.0,neutral or dissatisfied
6460.0,113151,Female,disloyal Customer,8,Business travel,Eco,677,3,3,3,3,4,3,4,4,3,3,3,2,3,4,0,1.0,neutral or dissatisfied
6462.0,91674,Female,Loyal Customer,25,Personal Travel,Eco,954,3,5,3,5,1,3,2,1,5,3,4,5,5,1,1,11.0,neutral or dissatisfied
6463.0,17987,Male,Loyal Customer,36,Business travel,Business,332,0,0,0,1,2,2,1,2,2,2,2,3,2,5,0,0.0,satisfied
6466.0,47328,Female,Loyal Customer,33,Business travel,Business,599,2,2,2,2,4,1,1,3,3,3,3,3,3,5,53,51.0,satisfied
6467.0,70566,Male,disloyal Customer,38,Business travel,Eco,858,1,1,1,1,1,1,1,1,4,5,5,4,2,1,0,0.0,neutral or dissatisfied
6472.0,16970,Male,Loyal Customer,9,Personal Travel,Eco Plus,195,3,3,3,4,4,3,4,4,3,5,4,4,4,4,0,0.0,neutral or dissatisfied
6473.0,47228,Female,Loyal Customer,28,Business travel,Eco Plus,908,5,3,5,3,5,5,5,5,5,2,4,4,3,5,0,0.0,satisfied
6476.0,83306,Female,Loyal Customer,38,Personal Travel,Eco Plus,2079,3,2,3,3,4,3,4,4,3,5,4,1,4,4,0,22.0,neutral or dissatisfied
6478.0,104867,Male,Loyal Customer,56,Business travel,Business,1784,4,4,4,4,1,3,3,4,4,3,4,3,4,2,0,0.0,neutral or dissatisfied
6479.0,97840,Female,Loyal Customer,70,Personal Travel,Eco,395,2,5,2,1,5,3,2,1,1,2,1,5,1,5,13,5.0,neutral or dissatisfied
6485.0,24114,Male,Loyal Customer,46,Business travel,Business,779,4,5,5,5,2,3,4,4,4,4,4,2,4,3,5,14.0,neutral or dissatisfied
6486.0,48156,Male,Loyal Customer,72,Business travel,Business,3196,2,5,5,5,1,4,4,2,2,2,2,1,2,4,4,3.0,neutral or dissatisfied
6491.0,1854,Male,Loyal Customer,24,Personal Travel,Business,931,4,4,4,5,2,4,2,2,5,4,5,4,4,2,0,42.0,neutral or dissatisfied
6492.0,99520,Male,Loyal Customer,16,Business travel,Eco Plus,307,2,2,2,2,2,2,2,2,4,2,4,3,3,2,9,9.0,neutral or dissatisfied
6493.0,50570,Female,Loyal Customer,49,Personal Travel,Eco,89,4,3,4,4,1,4,4,3,3,4,3,1,3,3,22,13.0,neutral or dissatisfied
6495.0,62263,Female,disloyal Customer,22,Business travel,Business,2565,2,2,2,4,5,2,5,5,2,5,3,4,3,5,0,0.0,neutral or dissatisfied
6496.0,110245,Male,Loyal Customer,33,Personal Travel,Eco,1011,4,5,4,5,4,4,4,4,1,3,4,1,4,4,67,63.0,satisfied
6498.0,51453,Female,Loyal Customer,41,Personal Travel,Eco Plus,262,3,1,0,2,4,2,3,2,2,0,2,1,2,2,0,0.0,neutral or dissatisfied
6499.0,54990,Male,disloyal Customer,28,Business travel,Business,1635,4,5,5,1,4,5,4,4,5,5,5,3,5,4,0,0.0,neutral or dissatisfied
6500.0,2321,Female,Loyal Customer,20,Personal Travel,Eco,672,2,3,2,3,1,2,1,1,3,3,4,3,4,1,0,0.0,neutral or dissatisfied
6501.0,57632,Male,Loyal Customer,60,Business travel,Business,200,5,5,5,5,3,5,4,5,5,4,4,5,5,4,0,0.0,satisfied
6502.0,15350,Female,disloyal Customer,33,Business travel,Business,399,2,2,2,1,5,2,5,5,5,5,5,4,5,5,0,0.0,neutral or dissatisfied
6504.0,104076,Male,Loyal Customer,22,Personal Travel,Eco,359,1,2,1,4,2,1,3,2,3,2,3,1,4,2,0,0.0,neutral or dissatisfied
6506.0,77549,Male,Loyal Customer,34,Business travel,Business,3755,5,5,1,5,2,2,1,4,4,4,4,4,4,3,0,0.0,satisfied
6507.0,51542,Female,disloyal Customer,37,Business travel,Eco,355,1,5,0,2,3,0,3,3,2,5,2,1,1,3,0,0.0,neutral or dissatisfied
6513.0,59492,Male,Loyal Customer,15,Personal Travel,Eco,901,5,3,5,4,1,5,1,1,4,1,3,3,3,1,0,0.0,satisfied
6514.0,65950,Male,Loyal Customer,27,Business travel,Business,1372,1,1,4,1,5,5,5,5,5,4,4,4,5,5,2,0.0,satisfied
6515.0,21933,Female,Loyal Customer,40,Business travel,Business,448,1,1,1,1,4,2,5,4,4,4,4,1,4,4,0,9.0,satisfied
6517.0,18637,Female,Loyal Customer,57,Personal Travel,Eco,192,3,5,3,1,2,1,4,1,1,3,1,1,1,3,21,15.0,neutral or dissatisfied
6518.0,23415,Female,Loyal Customer,30,Business travel,Business,541,2,2,2,2,2,2,2,2,4,4,4,4,4,2,0,12.0,neutral or dissatisfied
6523.0,122212,Female,disloyal Customer,25,Business travel,Business,541,5,4,5,1,4,5,4,4,3,3,5,4,4,4,0,0.0,satisfied
6524.0,11252,Female,Loyal Customer,20,Personal Travel,Eco,429,2,3,2,2,4,2,4,4,1,5,5,1,5,4,22,18.0,neutral or dissatisfied
6526.0,43223,Female,Loyal Customer,43,Personal Travel,Eco,423,1,3,1,4,5,5,1,4,4,1,4,5,4,5,0,6.0,neutral or dissatisfied
6532.0,35891,Female,Loyal Customer,17,Personal Travel,Eco,1068,1,4,1,1,4,1,4,4,3,4,3,2,1,4,0,0.0,neutral or dissatisfied
6538.0,38387,Male,Loyal Customer,59,Personal Travel,Eco Plus,1133,2,4,2,3,5,2,4,5,3,3,5,4,5,5,6,0.0,neutral or dissatisfied
6539.0,27812,Female,disloyal Customer,27,Business travel,Eco,877,4,4,4,4,4,4,4,4,3,5,3,3,4,4,0,0.0,neutral or dissatisfied
6540.0,122054,Female,disloyal Customer,18,Business travel,Eco,130,1,2,1,4,4,1,3,4,1,3,3,4,3,4,34,44.0,neutral or dissatisfied
6541.0,98621,Male,Loyal Customer,38,Business travel,Business,834,4,1,1,1,1,4,4,4,4,3,4,2,4,1,0,24.0,neutral or dissatisfied
6546.0,100397,Female,Loyal Customer,48,Personal Travel,Eco,1034,2,5,2,5,5,1,4,1,1,2,1,1,1,4,0,19.0,neutral or dissatisfied
6547.0,44764,Male,Loyal Customer,48,Business travel,Business,1250,1,1,1,1,3,5,1,4,4,5,4,5,4,1,51,57.0,satisfied
6548.0,62429,Female,Loyal Customer,18,Business travel,Business,1670,3,3,3,3,5,5,5,5,4,5,4,1,3,5,0,0.0,satisfied
6549.0,34055,Male,Loyal Customer,26,Business travel,Eco,1674,4,3,3,3,5,4,4,4,3,4,4,4,5,4,332,321.0,satisfied
6550.0,121838,Male,disloyal Customer,26,Business travel,Business,449,2,0,2,4,1,2,1,1,4,4,4,3,5,1,1,0.0,neutral or dissatisfied
6551.0,39407,Female,Loyal Customer,65,Personal Travel,Eco,546,4,4,4,4,5,3,1,2,2,4,2,3,2,3,0,0.0,neutral or dissatisfied
6552.0,50792,Female,Loyal Customer,63,Personal Travel,Eco,86,2,4,0,2,2,5,4,5,5,0,3,4,5,5,0,0.0,neutral or dissatisfied
6555.0,60628,Male,Loyal Customer,51,Business travel,Business,1620,1,4,4,4,2,2,3,1,1,1,1,4,1,4,0,0.0,neutral or dissatisfied
6560.0,118310,Female,disloyal Customer,18,Business travel,Eco,639,1,0,1,4,2,1,2,2,4,3,4,2,4,2,4,14.0,neutral or dissatisfied
6561.0,29899,Female,disloyal Customer,40,Business travel,Business,183,2,2,2,2,4,2,3,4,4,4,1,3,2,4,0,0.0,neutral or dissatisfied
6567.0,21544,Female,Loyal Customer,55,Personal Travel,Eco,164,3,4,3,4,3,4,4,4,4,3,4,1,4,3,0,0.0,neutral or dissatisfied
6570.0,37087,Male,disloyal Customer,34,Business travel,Business,1046,1,1,1,2,2,1,2,2,4,2,5,4,5,2,0,0.0,neutral or dissatisfied
6571.0,46309,Male,disloyal Customer,36,Business travel,Eco,669,3,3,3,2,1,3,1,1,4,3,5,5,5,1,0,0.0,neutral or dissatisfied
6572.0,57577,Male,Loyal Customer,38,Business travel,Eco,1597,1,5,5,5,1,2,1,1,2,2,2,4,3,1,0,0.0,neutral or dissatisfied
6577.0,90834,Female,Loyal Customer,31,Business travel,Eco,271,4,4,2,4,4,4,4,4,4,3,3,1,2,4,100,91.0,neutral or dissatisfied
6580.0,21093,Female,Loyal Customer,44,Business travel,Business,214,4,5,5,5,1,4,0,4,4,3,3,0,1,0,200,233.0,neutral or dissatisfied
6582.0,1052,Female,Loyal Customer,68,Personal Travel,Eco,134,5,4,5,2,4,5,5,5,5,5,5,5,5,4,0,0.0,satisfied
6584.0,123540,Female,Loyal Customer,51,Business travel,Business,1773,5,2,5,5,2,3,5,4,4,3,4,5,4,5,4,8.0,satisfied
6589.0,129279,Male,Loyal Customer,66,Personal Travel,Eco Plus,2402,3,5,3,4,5,3,5,5,3,4,4,3,4,5,0,0.0,neutral or dissatisfied
6590.0,95607,Female,Loyal Customer,23,Business travel,Eco,670,4,1,1,1,4,3,2,4,3,1,1,1,2,4,15,20.0,neutral or dissatisfied
6593.0,26934,Male,Loyal Customer,25,Personal Travel,Eco Plus,1774,4,5,4,3,1,4,1,1,4,3,4,4,5,1,0,0.0,neutral or dissatisfied
6594.0,107979,Female,Loyal Customer,68,Personal Travel,Eco,825,3,4,3,4,5,4,4,1,1,3,1,3,1,3,14,12.0,neutral or dissatisfied
6595.0,19859,Male,Loyal Customer,64,Business travel,Business,693,1,1,1,1,1,4,3,1,1,1,1,3,1,2,0,0.0,neutral or dissatisfied
6596.0,87378,Male,disloyal Customer,40,Business travel,Eco,425,2,1,2,4,4,2,4,4,4,3,4,2,3,4,74,68.0,neutral or dissatisfied
6598.0,98917,Male,disloyal Customer,34,Business travel,Business,543,3,3,3,1,1,3,1,1,5,5,5,5,5,1,36,26.0,neutral or dissatisfied
6599.0,56768,Female,disloyal Customer,23,Business travel,Eco,1065,4,4,4,3,5,4,5,5,4,2,3,3,4,5,7,0.0,neutral or dissatisfied
6600.0,2401,Female,disloyal Customer,26,Business travel,Business,767,1,5,1,4,1,1,1,1,5,2,5,5,5,1,8,15.0,neutral or dissatisfied
6605.0,50293,Male,disloyal Customer,34,Business travel,Eco,447,2,0,2,4,1,2,1,1,2,2,2,4,3,1,0,0.0,neutral or dissatisfied
6606.0,10701,Male,disloyal Customer,22,Business travel,Eco,667,1,4,1,4,1,1,1,1,3,4,4,3,4,1,0,0.0,neutral or dissatisfied
6610.0,78094,Male,disloyal Customer,23,Business travel,Eco,655,3,5,3,1,2,3,2,2,4,2,4,4,4,2,5,10.0,neutral or dissatisfied
6615.0,72622,Male,Loyal Customer,52,Personal Travel,Eco,1102,2,3,2,4,2,4,4,1,2,4,3,4,3,4,103,137.0,neutral or dissatisfied
6619.0,44797,Female,Loyal Customer,52,Personal Travel,Eco Plus,1250,4,5,3,1,2,5,5,2,2,3,2,5,2,5,22,34.0,neutral or dissatisfied
6621.0,110865,Male,Loyal Customer,51,Business travel,Business,3276,1,1,1,1,2,5,5,3,3,4,3,5,3,5,0,0.0,satisfied
6623.0,6928,Female,Loyal Customer,31,Personal Travel,Eco Plus,265,3,4,0,3,1,0,1,1,1,1,3,1,4,1,76,129.0,neutral or dissatisfied
6624.0,111078,Female,Loyal Customer,56,Personal Travel,Eco,197,2,4,0,5,2,4,5,3,3,0,3,3,3,4,0,0.0,neutral or dissatisfied
6625.0,18058,Male,disloyal Customer,28,Business travel,Eco,605,3,3,4,3,1,4,1,1,2,3,3,2,3,1,0,0.0,neutral or dissatisfied
6626.0,31730,Male,Loyal Customer,46,Personal Travel,Eco,862,3,5,3,3,4,3,4,4,2,4,1,2,2,4,1,0.0,neutral or dissatisfied
6630.0,100177,Female,Loyal Customer,58,Personal Travel,Eco,725,1,4,1,3,4,4,4,5,5,1,5,4,5,3,0,0.0,neutral or dissatisfied
6635.0,40983,Female,Loyal Customer,42,Business travel,Eco,984,4,3,3,3,4,5,5,4,4,4,4,5,4,1,56,53.0,satisfied
6636.0,14563,Male,disloyal Customer,11,Business travel,Business,986,1,4,1,4,4,1,2,4,1,5,3,3,4,4,0,9.0,neutral or dissatisfied
6637.0,8607,Female,Loyal Customer,54,Personal Travel,Eco Plus,109,3,5,3,3,2,4,4,1,1,3,1,1,1,5,0,0.0,neutral or dissatisfied
6645.0,121872,Female,disloyal Customer,21,Business travel,Eco,366,1,1,1,4,5,1,1,5,3,1,4,2,4,5,0,0.0,neutral or dissatisfied
6646.0,15678,Female,disloyal Customer,27,Business travel,Eco,217,2,3,2,4,2,2,3,2,1,3,4,1,3,2,0,0.0,neutral or dissatisfied
6648.0,38778,Female,Loyal Customer,36,Business travel,Business,387,3,3,3,3,1,1,4,5,5,5,5,4,5,5,0,0.0,satisfied
6651.0,69313,Male,Loyal Customer,16,Personal Travel,Business,944,3,4,3,4,1,3,1,1,4,5,4,3,3,1,0,6.0,neutral or dissatisfied
6655.0,94099,Male,Loyal Customer,56,Personal Travel,Business,189,1,5,1,2,5,4,4,2,2,1,4,5,2,5,26,15.0,neutral or dissatisfied
6658.0,51897,Male,Loyal Customer,54,Business travel,Business,507,1,1,1,1,5,5,4,4,4,5,4,2,4,2,0,0.0,satisfied
6659.0,40354,Female,Loyal Customer,32,Personal Travel,Eco,1428,1,5,1,1,5,1,5,5,4,2,3,4,5,5,11,5.0,neutral or dissatisfied
6660.0,19250,Female,Loyal Customer,52,Business travel,Eco Plus,782,5,1,1,1,1,2,4,4,4,5,4,2,4,3,24,17.0,satisfied
6663.0,80162,Male,Loyal Customer,22,Business travel,Business,2446,5,5,2,5,5,4,4,4,2,4,5,4,5,4,0,0.0,satisfied
6666.0,18579,Male,Loyal Customer,42,Business travel,Business,3311,1,1,1,1,2,1,1,1,1,1,1,1,1,3,0,7.0,neutral or dissatisfied
6669.0,1197,Female,Loyal Customer,7,Personal Travel,Eco,309,2,5,2,3,3,2,3,3,3,2,4,1,3,3,58,71.0,neutral or dissatisfied
6678.0,58116,Male,Loyal Customer,43,Personal Travel,Eco,612,3,2,3,4,4,3,4,4,2,5,4,3,4,4,16,2.0,neutral or dissatisfied
6679.0,50378,Female,disloyal Customer,24,Business travel,Eco,373,4,0,4,4,3,4,1,3,2,1,1,4,5,3,0,0.0,satisfied
6686.0,113149,Female,disloyal Customer,21,Business travel,Business,889,3,3,3,4,5,3,4,5,4,4,4,2,3,5,29,20.0,neutral or dissatisfied
6687.0,60524,Female,Loyal Customer,36,Personal Travel,Eco,862,2,3,2,3,2,2,3,2,2,2,3,1,2,2,65,49.0,neutral or dissatisfied
6689.0,46764,Female,Loyal Customer,43,Business travel,Eco Plus,73,2,3,3,3,2,3,4,3,3,2,3,2,3,4,0,0.0,neutral or dissatisfied
6690.0,75977,Male,disloyal Customer,36,Business travel,Eco,297,1,4,1,3,1,4,4,3,2,4,3,4,4,4,447,433.0,neutral or dissatisfied
6691.0,85795,Female,disloyal Customer,27,Business travel,Eco,266,1,0,1,4,1,1,4,1,2,3,3,2,4,1,1,20.0,neutral or dissatisfied
6693.0,39871,Male,Loyal Customer,45,Personal Travel,Eco,221,4,1,4,2,2,4,2,2,2,5,2,2,2,2,0,7.0,satisfied
6694.0,5666,Male,disloyal Customer,24,Business travel,Eco,436,5,0,5,2,5,5,5,5,5,4,5,4,5,5,0,0.0,satisfied
6698.0,60256,Male,Loyal Customer,60,Personal Travel,Eco,1546,3,1,3,3,2,3,2,2,2,5,2,1,4,2,2,16.0,neutral or dissatisfied
6702.0,47799,Female,Loyal Customer,51,Business travel,Business,2100,4,4,4,4,5,3,2,2,2,2,2,5,2,2,0,3.0,satisfied
6703.0,28085,Male,disloyal Customer,29,Business travel,Eco,1385,2,2,2,3,2,2,1,2,1,2,3,1,4,2,0,0.0,neutral or dissatisfied
6705.0,18532,Female,Loyal Customer,36,Business travel,Eco,253,5,4,3,4,5,4,5,5,1,2,4,3,5,5,0,0.0,satisfied
6706.0,87211,Female,Loyal Customer,56,Personal Travel,Eco,946,4,2,4,4,1,3,4,5,5,4,5,3,5,2,0,0.0,neutral or dissatisfied
6708.0,98386,Female,disloyal Customer,21,Business travel,Eco,1131,1,1,1,3,3,1,4,3,2,2,4,1,4,3,20,8.0,neutral or dissatisfied
6712.0,14974,Female,disloyal Customer,32,Business travel,Eco,927,2,2,2,4,1,2,1,1,4,1,3,2,4,1,8,19.0,neutral or dissatisfied
6714.0,34428,Female,Loyal Customer,28,Business travel,Business,680,2,2,2,2,5,5,5,5,1,5,5,3,5,5,0,0.0,satisfied
6715.0,118860,Male,Loyal Customer,12,Personal Travel,Eco Plus,646,2,2,3,1,5,3,5,5,2,2,1,4,2,5,67,46.0,neutral or dissatisfied
6716.0,70587,Female,Loyal Customer,40,Business travel,Eco Plus,1258,2,1,1,1,2,2,2,2,1,5,4,2,3,2,0,0.0,neutral or dissatisfied
6721.0,121380,Male,Loyal Customer,54,Business travel,Business,779,4,2,2,2,4,4,3,4,4,3,4,1,4,2,27,30.0,neutral or dissatisfied
6727.0,7931,Female,Loyal Customer,54,Personal Travel,Eco Plus,864,1,4,1,4,5,4,3,5,5,1,5,4,5,3,29,34.0,neutral or dissatisfied
6730.0,77927,Male,Loyal Customer,21,Personal Travel,Business,332,2,4,2,2,3,2,3,3,5,5,5,5,5,3,5,8.0,neutral or dissatisfied
6736.0,65988,Male,Loyal Customer,58,Business travel,Eco Plus,1372,1,0,0,2,4,1,2,4,1,1,2,2,3,4,0,0.0,neutral or dissatisfied
6743.0,73651,Male,Loyal Customer,31,Business travel,Business,2084,2,1,5,5,3,3,2,3,3,1,4,1,4,3,0,0.0,neutral or dissatisfied
6746.0,110398,Male,disloyal Customer,19,Business travel,Eco,883,2,2,2,1,1,2,3,1,5,5,4,3,4,1,0,0.0,neutral or dissatisfied
6750.0,127426,Male,Loyal Customer,21,Personal Travel,Eco,868,1,3,1,3,1,1,1,1,5,4,2,2,4,1,0,0.0,neutral or dissatisfied
6751.0,127973,Male,Loyal Customer,48,Business travel,Business,1569,2,2,2,2,2,4,5,4,4,5,4,5,4,4,0,0.0,satisfied
6754.0,110145,Female,Loyal Customer,29,Business travel,Business,2264,1,1,1,1,3,3,3,3,3,5,5,3,4,3,0,0.0,satisfied
6757.0,82157,Male,disloyal Customer,30,Business travel,Eco,311,2,1,2,3,2,2,2,2,4,1,2,1,2,2,0,0.0,neutral or dissatisfied
6761.0,24677,Female,Loyal Customer,24,Business travel,Business,3010,5,5,2,5,4,4,4,4,1,5,4,2,2,4,0,4.0,satisfied
6764.0,21463,Male,Loyal Customer,59,Business travel,Business,3473,1,1,1,1,1,2,4,4,4,5,4,5,4,3,0,0.0,satisfied
6767.0,57806,Male,disloyal Customer,38,Business travel,Eco,835,2,2,2,4,1,2,5,1,4,3,4,1,3,1,10,8.0,neutral or dissatisfied
6770.0,51179,Female,Loyal Customer,38,Business travel,Eco Plus,86,5,2,3,2,5,5,5,5,3,5,3,2,2,5,2,0.0,satisfied
6771.0,121592,Male,Loyal Customer,25,Personal Travel,Eco,912,0,3,1,2,3,1,2,3,3,1,2,5,1,3,0,0.0,satisfied
6777.0,17003,Male,Loyal Customer,68,Personal Travel,Eco,952,1,3,1,4,3,1,4,3,5,1,5,1,2,3,0,7.0,neutral or dissatisfied
6781.0,96859,Male,Loyal Customer,31,Business travel,Eco,781,1,5,5,5,1,1,1,1,1,4,4,3,3,1,50,42.0,neutral or dissatisfied
6782.0,15522,Female,Loyal Customer,54,Business travel,Eco Plus,306,5,3,3,3,5,1,1,4,4,5,4,2,4,5,9,4.0,satisfied
6783.0,15707,Male,Loyal Customer,28,Business travel,Business,3066,5,5,5,5,2,2,2,2,5,3,4,4,3,2,29,0.0,satisfied
6784.0,26169,Male,disloyal Customer,27,Business travel,Eco,581,2,2,2,2,4,2,4,4,4,5,3,4,2,4,12,0.0,neutral or dissatisfied
6785.0,117399,Female,Loyal Customer,59,Personal Travel,Eco,544,0,5,0,3,4,4,2,1,1,0,1,2,1,2,0,16.0,satisfied
6787.0,86708,Female,Loyal Customer,45,Business travel,Business,1747,2,5,4,5,1,3,4,2,2,2,2,2,2,2,0,0.0,neutral or dissatisfied
6788.0,90862,Female,disloyal Customer,29,Business travel,Eco,545,3,1,3,4,3,3,3,3,3,3,3,1,4,3,20,20.0,neutral or dissatisfied
6794.0,3824,Female,Loyal Customer,77,Business travel,Business,2108,3,1,2,1,5,2,3,3,3,2,3,4,3,4,0,0.0,neutral or dissatisfied
6798.0,52938,Female,Loyal Customer,27,Business travel,Eco Plus,679,4,4,4,4,4,4,4,4,1,3,4,4,2,4,0,0.0,satisfied
6799.0,19954,Male,Loyal Customer,42,Personal Travel,Eco,315,3,1,3,2,2,3,1,2,2,3,2,3,2,2,1,0.0,neutral or dissatisfied
6803.0,23412,Female,Loyal Customer,53,Business travel,Eco,495,5,2,2,2,3,5,5,5,5,5,5,2,5,2,46,34.0,satisfied
6804.0,35199,Female,Loyal Customer,27,Business travel,Business,1988,3,3,3,3,5,5,5,5,3,1,3,2,1,5,2,11.0,satisfied
6806.0,80664,Female,disloyal Customer,28,Business travel,Eco,821,2,1,1,4,1,1,1,1,3,1,3,3,3,1,0,4.0,neutral or dissatisfied
6808.0,78730,Male,disloyal Customer,37,Business travel,Business,554,4,4,4,2,1,4,1,1,5,4,5,4,5,1,0,0.0,neutral or dissatisfied
6810.0,31012,Male,disloyal Customer,23,Business travel,Eco,391,2,1,3,2,2,3,2,2,1,4,3,3,2,2,107,117.0,neutral or dissatisfied
6811.0,18197,Female,Loyal Customer,32,Business travel,Eco,224,5,2,2,2,5,5,5,5,2,3,1,1,4,5,0,0.0,satisfied
6812.0,61346,Male,Loyal Customer,28,Business travel,Business,3785,3,3,3,3,2,2,2,2,5,4,4,3,5,2,8,0.0,satisfied
6813.0,42800,Male,Loyal Customer,36,Business travel,Business,3024,4,4,4,4,5,4,2,3,3,4,3,1,3,1,6,0.0,satisfied
6817.0,115438,Female,Loyal Customer,48,Business travel,Eco,373,2,2,2,2,5,3,4,2,2,2,2,2,2,1,13,1.0,neutral or dissatisfied
